T_TL_TIMELINE_DATA_UID,T_TL_TIMELINE_DATA_UID,process01,waiting1-2,processing02,waiting2-3,process03,waiting3-4,processing4,waiting4-5,processing5,waiting5-6,processing6,waiting6-7,processing7,waiting7-8,processing8,waiting8-9,processing9,
198771,198771,22,16,36,3,8,2,5,8,9,25,22,45,26,32,24,54,28,365
198772,198772,21,19,35,4,7,2,6,10,8,35,22,24,29,44,23,44,36,369
198773,198773,22,18,38,5,9,2,5,9,8,24,22,42,28,33,24,54,29,372
198774,198774,21,14,39,5,7,2,5,9,8,36,21,30,30,37,25,45,23,357
198775,198775,21,18,36,4,8,2,6,10,10,31,22,33,26,44,25,71,29,396
198776,198776,22,16,32,5,9,1,6,9,8,40,39,22,28,30,24,87,23,401
198777,198777,21,10,35,6,11,2,7,29,14,20,21,29,26,49,25,117,26,448
198778,198778,22,15,35,30,10,2,6,11,8,21,22,27,27,112,24,77,29,478
198779,198779,22,34,35,13,10,1,7,10,8,17,22,77,33,82,24,67,27,489
198780,198780,21,18,34,13,10,2,8,12,9,57,21,84,28,54,24,47,28,470
198781,198781,22,19,32,110,10,2,8,10,9,13,22,44,29,39,23,49,26,467
198782,198782,22,113,43,8,10,2,7,10,9,22,44,16,28,40,25,43,27,469
198783,198783,22,23,35,6,11,1,6,26,8,18,50,13,25,32,24,51,24,375
198784,198784,22,12,45,12,10,2,8,20,10,17,22,27,29,39,23,51,38,387
198785,198785,22,28,35,19,11,2,6,9,8,20,21,34,25,35,24,64,26,389
198786,198786,21,25,34,15,8,2,7,10,9,18,40,13,30,32,24,130,37,455
198788,198788,22,16,34,18,11,2,7,10,9,12,22,104,30,81,24,64,48,514
198787,198787,21,20,34,12,10,2,5,12,9,18,22,31,28,112,24,95,34,489
198789,198789,22,21,34,17,10,3,10,15,9,72,23,80,28,37,24,146,32,583
198790,198790,22,52,37,24,16,3,17,11,11,59,22,44,25,82,24,124,48,621
198791,198791,22,31,44,33,13,3,20,14,10,39,26,73,28,99,24,92,27,598
198792,198792,21,49,39,28,10,3,26,10,9,52,22,103,30,75,24,97,27,625
198793,198793,22,39,39,40,10,2,7,13,13,99,22,70,27,73,23,69,29,597
198794,198794,22,52,38,15,14,3,7,63,12,72,66,19,30,44,24,64,24,569
198795,198795,22,53,40,37,10,17,5,52,9,49,21,45,27,39,24,57,32,539
198796,198796,21,51,37,57,8,2,6,27,10,47,22,39,27,32,24,710,29,1149
198797,198797,22,64,40,18,11,1,8,24,9,45,22,26,27,691,24,61,34,1127
198798,198798,21,27,41,18,9,2,7,24,9,31,22,680,26,56,24,100,47,1144
198799,198799,21,30,39,20,12,2,21,10,10,663,42,30,30,70,24,85,30,1139
198800,198800,21,30,38,642,10,2,7,19,9,57,22,67,37,51,24,76,26,1138
198801,198801,22,658,36,12,10,2,6,29,11,73,54,24,28,65,24,62,33,1149
198802,198802,22,17,34,30,9,2,14,43,12,59,68,17,26,40,24,81,26,524
198803,198803,22,33,38,50,12,2,9,30,9,65,22,36,46,32,24,99,18,547
198804,198804,22,64,39,21,10,2,6,42,9,39,22,52,25,34,24,108,24,543
198805,198805,22,28,36,39,9,2,5,19,8,58,21,30,28,68,24,65,25,487
198806,198806,22,43,39,10,8,2,6,37,9,36,22,46,28,55,23,54,28,468
198807,198807,22,23,35,26,13,1,7,10,9,53,21,40,25,44,25,67,32,453
198808,198808,22,31,35,16,9,2,7,26,9,43,22,36,30,59,24,55,35,461
198809,198809,22,21,37,22,12,2,9,15,8,43,22,34,43,55,25,52,23,445
198810,198810,21,29,40,13,10,2,7,19,8,40,59,18,30,54,24,62,26,462
198811,198811,22,24,36,16,8,2,7,38,10,41,47,26,28,48,24,48,35,460
198812,198812,22,21,38,34,10,3,6,17,9,51,23,43,26,24,24,72,26,449
198813,198813,22,42,48,8,9,2,8,23,9,47,71,37,27,24,23,53,29,482
198814,198814,22,13,37,19,11,2,8,21,10,91,21,35,34,21,24,43,23,435
198815,198815,21,31,35,17,10,2,8,66,10,37,23,29,24,21,24,48,25,431
198816,198816,22,52,28,45,11,4,7,13,10,17,37,14,29,23,24,83,26,445
198817,198817,21,6,53,6,7,1,7,9,9,44,21,41,30,11,24,235,23,548
198818,198818,21,4,36,5,23,2,7,9,9,42,22,23,29,148,24,97,22,523
198819,198819,22,18,38,13,8,3,6,20,10,22,21,151,29,76,24,57,22,540
198820,198820,22,22,36,16,9,2,7,10,9,146,22,66,30,43,24,51,23,538
198821,198821,21,22,47,105,12,2,8,13,10,68,45,18,28,18,25,58,21,521
198822,198822,21,123,34,19,10,3,8,40,9,48,54,21,27,12,24,30,24,507
198823,198823,22,23,36,42,13,3,8,18,9,61,21,22,43,14,24,47,20,426
198824,198824,21,47,41,16,9,2,6,39,10,24,21,43,27,6,25,58,23,418
198825,198825,22,19,40,32,9,2,5,10,9,41,22,19,28,34,24,33,23,372
198826,198826,22,41,32,12,11,2,6,14,9,20,22,34,30,25,24,32,23,359
198827,198827,22,16,36,15,10,2,6,13,9,19,22,28,26,14,24,1201,25,1488
198828,198828,22,34,34,3,7,2,7,8,9,22,22,22,25,1142,24,96,47,1526
198829,198829,21,17,32,4,9,4,6,9,8,10,22,1155,28,202,25,39,25,1616
198830,198830,22,13,36,8,7,2,5,10,9,1112,23,209,29,28,24,121,48,1706
198831,198831,22,25,37,1103,15,2,8,12,10,200,49,18,29,60,25,98,20,1733
198832,198832,22,1109,50,9,11,3,9,193,9,25,66,13,28,57,24,64,23,1715
198833,198833,22,35,46,178,10,2,6,12,10,53,21,57,25,42,24,51,25,619
198834,198834,22,187,44,6,9,3,6,27,9,63,21,38,27,38,24,47,31,602
198835,198835,21,26,43,9,9,2,9,38,10,41,22,28,26,44,24,46,25,423
198836,198836,22,22,39,32,9,2,6,20,9,33,42,20,27,32,24,52,27,418
198837,198837,22,39,40,19,10,2,7,28,9,20,22,30,31,34,24,48,22,407
198838,198838,21,25,38,25,9,2,9,11,8,22,21,32,27,40,23,98,30,441
198839,198839,22,32,42,8,9,2,7,11,10,22,21,36,26,74,24,77,30,453
198840,198840,21,19,38,10,9,2,8,12,9,24,22,52,26,83,24,56,26,441
198841,198841,21,28,54,4,8,2,23,9,9,14,40,57,30,36,25,67,34,461
198842,198842,21,31,42,9,11,2,9,11,9,59,22,31,32,41,23,80,26,459
198843,198843,22,43,42,4,7,2,7,17,8,39,23,40,27,61,24,96,28,490
198844,198844,22,19,36,12,10,2,6,12,10,46,22,47,36,49,24,83,29,465
198845,198845,22,19,45,9,7,2,9,14,9,53,22,48,27,71,24,107,22,510
198846,198846,22,69,41,5,9,1,6,12,9,23,57,30,28,55,23,80,23,493
198847,198847,22,14,39,7,10,1,13,22,10,35,22,37,42,51,24,54,23,426
198848,198848,22,15,36,25,10,1,7,12,10,43,21,48,28,40,24,57,24,423
198849,198849,22,32,36,10,9,3,8,17,8,54,22,31,25,48,25,44,24,418
198850,198850,22,16,38,17,10,2,6,26,9,38,22,40,29,29,24,50,30,408
198851,198851,22,26,36,27,10,2,6,11,9,47,22,29,25,41,24,47,24,408
198852,198852,21,32,34,11,9,2,8,22,9,34,22,30,34,32,24,44,25,393
198853,198853,22,15,36,26,9,2,8,12,10,28,21,34,25,38,24,44,29,383
198854,198854,22,31,39,14,9,2,6,12,11,26,38,18,26,29,24,118,32,457
198855,198855,22,21,35,22,10,2,7,11,13,17,23,26,25,69,24,240,25,592
198856,198856,22,28,37,11,9,2,7,12,8,17,22,56,28,218,24,72,26,599
198857,198857,21,20,35,14,10,2,6,32,10,18,43,195,26,58,24,76,28,618
198858,198858,21,10,39,4,11,2,7,10,9,32,21,43,31,56,24,63,35,418
198859,198859,22,14,36,9,10,3,7,11,9,39,46,26,29,53,23,76,24,437
198860,198860,22,26,40,12,8,2,6,28,9,28,45,28,29,51,24,55,26,439
198861,198861,22,22,33,23,11,2,7,11,11,47,22,49,28,31,24,58,31,432
198862,198862,22,40,37,4,9,1,7,19,9,55,22,28,33,25,24,66,28,429
198863,198863,21,18,35,9,10,2,7,30,10,34,21,31,25,40,24,63,23,403
198864,198864,22,17,43,25,9,2,7,10,9,30,21,31,31,35,24,54,37,407
198865,198865,22,38,38,5,8,3,7,12,9,23,21,35,30,31,24,63,23,392
198866,198866,22,15,38,6,10,2,6,11,8,30,37,14,28,35,24,89,42,417
198867,198867,22,19,33,11,9,2,7,17,10,19,21,30,30,34,24,121,48,457
198868,198868,22,18,39,9,9,2,7,10,9,21,21,36,25,102,24,137,56,547
198869,198869,22,18,40,8,9,2,6,12,9,20,21,85,43,100,24,108,23,550
198870,198870,21,15,34,16,9,2,7,13,9,51,22,112,34,70,24,81,36,556
198871,198871,22,22,32,19,13,2,9,21,10,111,22,94,26,49,23,55,39,569
198872,198872,21,30,34,21,16,4,12,74,10,176,22,9,29,17,24,36,29,564
198873,198873,21,102,58,6,10,2,7,12,9,123,22,85,32,23,25,271,39,847
198874,198874,22,37,37,17,12,3,6,87,27,65,29,20,30,258,24,58,35,767
198875,198875,22,23,49,97,9,3,8,42,9,24,21,259,29,40,24,72,34,765
198876,198876,22,134,51,5,8,2,6,11,9,227,41,38,29,54,24,57,33,751
198877,198877,22,20,50,8,11,2,7,204,11,38,22,43,31,44,24,72,30,639
198878,198878,22,12,32,209,14,1,7,11,10,43,48,20,30,52,24,62,27,624
198879,198879,21,211,35,21,9,2,6,41,9,27,22,39,39,48,24,54,28,636
198880,198880,22,26,42,31,10,2,9,10,9,37,21,55,28,38,24,49,31,444
198881,198881,22,41,34,17,10,2,6,12,9,58,22,36,27,36,24,48,31,435
198882,198882,21,27,38,8,11,2,7,28,10,41,22,30,30,35,24,47,36,417
198883,198883,22,37,33,10,10,1,9,16,9,36,23,36,26,28,24,57,30,407
198884,198884,21,24,33,9,9,2,6,14,9,43,22,21,31,30,23,61,33,391
198885,198885,21,13,33,14,10,2,5,25,9,25,21,28,28,40,24,58,27,383
198886,198886,22,18,37,20,9,2,7,11,9,25,22,33,25,47,24,61,30,402
198887,198887,22,29,37,11,10,1,7,11,9,26,53,11,28,48,24,76,24,427
198888,198888,22,19,33,16,10,2,7,32,8,15,53,13,28,42,24,115,22,461
198889,198889,22,20,32,33,10,2,8,22,10,18,22,32,27,71,24,74,24,451
198890,198890,21,36,39,19,13,2,7,10,9,20,56,23,29,65,24,47,29,449
198891,198891,22,27,33,26,8,2,6,21,9,29,45,22,30,51,24,54,29,438
198892,198892,21,34,43,12,7,2,7,24,9,28,23,49,27,43,24,81,24,458
198893,198893,21,24,48,6,10,2,7,12,10,49,26,29,32,67,24,98,42,507
198894,198894,22,22,37,9,10,1,10,23,9,34,22,64,31,50,24,126,36,530
198895,198895,22,14,37,28,16,2,8,21,15,14,21,77,28,102,24,155,39,623
198896,198896,22,36,37,31,11,2,10,19,9,45,23,95,26,66,24,140,38,634
198897,198897,21,38,35,37,27,3,8,22,9,62,22,56,30,128,24,72,43,637
198898,198898,22,43,43,32,37,4,11,19,12,44,22,68,24,117,24,75,47,644
198899,198899,22,44,43,66,18,3,8,14,11,49,22,99,38,59,24,70,58,648
198900,198900,22,95,35,31,11,3,8,18,10,85,22,65,27,49,24,89,33,627
198901,198901,22,36,49,39,13,15,11,16,10,63,22,38,34,71,24,522,27,1012
198902,198902,22,71,39,14,11,2,9,32,10,42,23,43,30,539,23,101,32,1043
198903,198903,22,39,53,13,12,2,7,13,9,41,61,497,30,51,25,157,33,1065
198904,198904,22,23,54,15,20,2,18,21,12,493,22,48,30,90,24,137,47,1078
198905,198905,22,50,67,437,26,2,8,17,9,52,23,83,29,113,24,103,44,1109
198906,198906,22,468,59,5,7,2,6,21,9,90,21,82,27,111,24,216,40,1210
198907,198907,21,9,52,14,12,2,8,43,9,86,42,64,32,206,24,122,30,776
198908,198908,21,34,31,146,12,2,7,13,10,35,22,191,30,90,23,84,32,783
198910,198910,22,35,43,11,10,2,7,96,11,92,56,25,27,42,24,70,49,622
198909,198909,22,2,42,28,10,2,8,14,9,116,23,98,26,61,24,64,33,582
198911,198911,22,23,34,103,10,2,8,63,9,64,23,29,36,54,24,96,53,653
198912,198912,22,117,35,53,25,3,7,25,11,35,22,59,26,69,24,86,35,654
198913,198913,22,58,40,36,8,2,7,13,9,65,54,30,31,65,24,69,37,570
198914,198914,22,45,41,5,10,2,6,43,9,67,22,56,29,45,25,77,36,540
198915,198915,21,20,35,36,9,2,7,44,10,54,22,53,24,50,24,104,27,542
198916,198916,21,41,37,42,11,2,7,38,10,49,21,43,29,55,24,86,28,544
198917,198917,21,48,39,44,11,2,8,14,9,49,22,46,35,46,23,79,32,528
198918,198918,22,55,40,12,13,2,7,18,9,53,22,38,29,74,23,62,28,507
198919,198919,22,28,40,19,11,1,7,19,9,45,80,12,30,32,24,62,30,471
198920,198920,22,29,35,19,10,2,8,20,10,76,22,25,27,35,24,67,30,461
198921,198921,21,24,33,30,9,14,5,43,9,25,41,14,26,31,24,70,32,451
198922,198922,22,32,36,51,11,2,6,22,10,16,22,29,25,47,24,77,38,470
198923,198923,21,60,42,13,11,3,8,11,10,13,21,39,25,68,24,56,40,465
198924,198924,22,23,38,17,9,1,7,10,8,21,69,13,31,30,24,111,55,489
198926,198926,22,18,47,26,11,1,7,10,9,24,22,36,30,65,24,97,32,481
198925,198925,22,23,34,13,12,3,8,35,9,20,22,32,25,44,24,124,35,485
198927,198927,22,37,39,5,9,2,6,10,8,35,51,61,32,53,24,51,35,480
198928,198928,22,14,35,4,10,2,7,13,12,90,22,55,27,19,24,71,29,456
198929,198929,22,15,75,18,14,4,10,11,11,109,22,13,31,56,24,255,39,729
198930,198930,22,45,46,6,16,2,19,59,10,19,22,86,34,202,23,122,42,775
198931,198931,21,29,47,55,8,2,9,15,10,72,46,171,33,105,24,66,41,754
198932,198932,21,69,42,18,21,2,7,28,10,197,21,111,27,47,23,98,32,774
198933,198933,22,37,46,24,10,3,7,169,80,36,21,51,31,80,23,105,33,778
198934,198934,22,43,36,237,10,2,29,13,12,28,73,18,38,85,24,87,34,791
198935,198935,22,281,50,4,9,2,8,34,9,19,104,14,26,77,23,58,32,772
198936,198936,21,21,43,23,11,2,7,30,10,63,75,12,28,50,24,54,37,511
198937,198937,22,41,57,9,9,1,8,32,11,68,43,26,27,35,24,63,43,519
198938,198938,21,42,40,15,11,2,8,41,11,48,22,35,25,56,24,58,42,501
198939,198939,22,49,45,22,12,2,10,16,10,28,23,36,43,25,24,85,39,491
198940,198940,22,36,35,21,11,2,8,12,10,33,22,38,28,45,23,85,40,471
198941,198941,22,26,38,14,10,2,7,10,9,42,21,42,33,54,24,85,31,470
198942,198942,21,23,38,12,13,2,6,12,9,47,21,57,27,51,24,68,36,467
198943,198943,22,23,42,8,11,1,8,18,9,63,21,36,40,45,23,94,56,520
198944,198944,22,21,39,16,10,2,7,35,9,41,22,56,26,59,24,94,29,512
198945,198945,21,27,43,27,10,2,7,24,10,54,21,48,27,86,24,52,48,531
198946,198946,22,39,61,13,8,1,9,16,10,52,42,38,44,49,24,61,39,528
198947,198947,22,41,45,6,9,2,7,25,10,50,22,73,26,38,24,143,52,595
198948,198948,22,22,35,19,10,2,7,26,9,79,23,21,34,134,24,93,49,609
198949,198949,22,34,97,61,8,2,6,12,10,29,22,60,32,70,25,90,33,613
198950,198950,22,153,30,5,11,1,7,17,11,52,22,38,29,52,25,86,45,606
198951,198951,22,15,41,10,9,2,7,20,8,28,21,78,30,62,23,67,26,469
198952,198952,22,15,38,15,12,3,17,14,13,55,22,61,28,35,23,67,25,465
198953,198953,22,25,44,21,8,2,7,35,9,64,22,30,25,37,24,60,31,466
198954,198954,22,52,37,8,9,2,7,45,10,31,55,38,25,4,23,52,24,444
198955,198955,22,31,58,9,9,2,6,47,20,25,21,32,27,15,24,60,35,443
198956,198956,22,21,40,45,11,1,7,12,9,28,21,49,32,5,25,45,27,400
198957,198957,22,54,36,11,10,2,7,12,9,45,46,14,33,15,24,61,28,429
198958,198958,22,16,37,14,11,2,8,14,9,46,21,30,26,23,24,109,26,438
198959,198959,22,39,42,6,8,2,8,12,10,27,22,20,27,33,24,105,29,436
198960,198960,22,21,36,11,10,2,7,10,10,13,22,32,27,76,24,139,24,486
198961,198961,22,17,36,9,10,2,8,11,8,17,22,31,28,135,24,71,20,471
198962,198962,22,16,43,8,8,2,6,10,9,18,22,131,27,46,24,46,27,465
198963,198963,22,21,39,6,9,2,25,9,8,35,22,93,33,38,24,46,33,465
198964,198964,22,18,36,25,9,1,7,9,9,99,22,28,28,44,24,49,26,456
198965,198965,22,32,40,4,7,2,6,77,8,35,23,27,36,38,24,56,28,465
198966,198966,22,22,35,64,9,1,7,13,8,36,48,17,28,47,24,37,55,473
198967,198967,22,69,33,11,10,1,8,13,8,46,22,49,26,28,24,67,26,463
198968,198968,21,20,35,10,23,1,6,9,9,55,21,25,27,29,24,72,27,414
198969,198969,21,16,51,9,9,2,6,28,9,31,21,26,27,35,24,65,28,408
198970,198970,22,33,54,4,7,2,6,9,7,35,22,24,35,34,24,61,30,409
198971,198971,22,26,40,4,8,2,4,8,10,25,22,37,26,35,24,84,30,407
198972,198972,22,24,36,4,7,2,5,10,8,29,23,29,33,37,23,74,38,404
198973,198973,22,18,35,5,7,2,6,10,9,26,22,39,28,44,23,69,38,403
198974,198974,21,14,41,5,6,1,6,10,9,35,27,26,62,16,24,69,31,403
198976,198976,21,14,38,7,9,2,8,10,8,39,23,42,28,54,24,70,32,429
198975,198975,22,13,35,5,9,2,7,13,9,33,21,49,25,44,24,58,25,394
198977,198977,21,19,39,6,10,2,7,11,9,55,48,14,31,49,24,58,30,433
198978,198978,22,13,37,11,9,2,7,55,9,18,22,47,30,48,23,55,32,440
198979,198979,22,87,38,4,8,2,7,9,9,16,21,48,26,32,24,63,36,452
198980,198980,21,29,44,6,7,2,6,10,8,16,21,27,28,49,24,75,34,407
198981,198981,22,17,32,4,9,2,6,10,10,14,22,46,27,80,24,32,26,383
198982,198982,22,11,37,5,7,2,6,8,10,35,22,14,64,53,24,37,30,387
198983,198983,22,14,33,7,9,2,5,11,9,58,49,-7,73,15,24,50,40,414
198984,198984,22,15,35,7,16,1,7,31,9,44,22,47,26,67,24,25,30,428
198986,198986,22,17,39,14,9,1,7,11,9,56,21,23,34,186,24,78,45,596
198985,198985,22,7,36,8,12,3,8,17,9,17,22,71,28,6,24,243,41,574
198987,198987,22,22,36,9,9,2,9,30,9,26,62,154,25,46,24,81,32,598
198988,198988,21,17,40,25,9,2,9,41,10,154,22,35,28,47,24,74,36,594
198989,198989,22,36,42,37,11,2,8,144,10,36,21,23,24,53,23,71,25,588
198990,198990,22,51,34,146,12,2,9,12,10,24,22,27,27,53,24,62,26,563
198991,198991,22,163,34,10,10,2,7,16,9,13,22,35,29,48,24,53,25,522
198992,198992,22,13,34,21,13,2,7,11,8,15,21,47,27,31,23,47,27,369
198993,198993,21,25,36,17,9,2,6,10,9,-1,52,28,27,31,24,65,31,392
198994,198994,22,23,31,16,9,2,7,11,9,25,22,27,31,39,24,61,29,388
198995,198995,22,18,34,11,9,2,7,11,9,23,22,36,33,37,24,611,32,941
198996,198996,22,15,35,15,9,2,6,11,10,27,22,41,25,570,24,76,43,953
198997,198997,22,21,31,13,10,2,7,21,10,28,21,556,30,59,24,84,34,973
198998,198998,22,34,31,526,12,3,9,14,13,23,57,108,27,6,23,68,27,1003
198999,198999,22,548,62,5,8,2,9,13,11,31,90,68,52,8,24,48,34,1035
199000,199000,22,43,53,5,11,1,7,61,9,71,21,46,25,7,24,67,37,510
199001,199001,21,28,35,59,10,2,8,44,11,33,22,29,31,39,24,51,29,476
199002,199002,22,62,39,43,11,2,8,11,8,31,22,31,32,41,24,43,23,453
199003,199003,22,51,36,13,8,2,6,10,9,32,43,21,27,28,24,43,36,411
199004,199004,22,22,35,5,10,2,6,31,8,25,22,28,25,30,23,58,35,387
199005,199005,22,14,36,24,11,1,8,10,10,24,22,25,26,43,24,51,37,388
199006,199006,22,30,34,12,9,2,7,11,9,21,44,11,33,34,24,57,27,387
199007,199007,22,17,32,16,9,2,6,17,9,19,21,37,28,33,24,50,95,437
199008,199008,22,22,32,14,9,3,6,9,9,31,21,27,32,38,24,2257,30,2586
199009,199009,22,18,32,9,10,2,6,11,9,31,22,33,29,2139,24,160,44,2601
199010,199010,21,14,38,13,9,2,6,10,9,31,58,2104,24,128,24,266,25,2782
199011,199011,22,21,35,12,13,3,6,18,9,2127,23,65,33,213,23,144,37,2804
199012,199012,22,31,37,20,2104,2,6,12,11,47,22,218,27,124,24,62,32,2801
199013,199013,22,2164,111,5,9,2,14,40,11,74,22,130,34,35,24,97,28,2822
199014,199014,1,302,39,4,8,2,6,10,8,19,22,34,29,52,24,77,37,674
199015,199015,59,19,45,3,7,2,9,9,9,14,61,11,29,46,24,67,32,446
199016,199016,22,18,54,4,6,2,5,11,8,21,21,43,29,52,25,48,26,395
199017,199017,21,26,69,3,7,1,4,9,8,12,21,50,29,27,24,48,28,387
199018,199018,22,67,37,3,6,2,3,9,8,14,21,28,25,33,24,48,39,389
199019,199019,21,14,34,3,9,1,5,9,8,12,21,28,28,33,24,55,30,335
199020,199020,21,15,37,3,8,1,5,8,9,11,21,31,29,39,24,45,30,337
199021,199021,21,16,33,4,7,2,6,8,8,15,22,37,34,24,24,55,29,345
199023,199023,22,14,39,4,7,2,6,9,9,23,22,21,41,40,24,35,27,345
199022,199022,22,11,33,5,8,2,6,10,8,25,22,28,27,43,24,48,24,346
199024,199024,22,14,41,4,6,2,4,8,8,19,51,19,28,26,24,38,26,340
199025,199025,22,21,34,5,6,2,5,20,9,25,22,27,25,23,23,40,26,335
199026,199026,22,12,33,12,8,1,7,8,8,32,22,19,26,25,23,52,28,338
199027,199027,21,16,35,7,8,2,7,9,8,26,26,15,28,39,24,89,28,388
199028,199028,22,13,32,7,8,2,6,12,8,22,22,34,28,33,24,92,33,398
199029,199029,22,13,34,8,7,1,8,8,8,29,21,34,28,79,23,83,40,446
199030,199030,21,12,34,7,10,2,6,9,9,35,21,107,27,49,24,46,52,471
199031,199031,21,1,39,3,7,1,6,9,10,21,21,16,27,13,24,53,29,301
199032,199032,22,18,32,4,8,2,6,8,9,13,46,12,29,23,23,44,27,326
199033,199033,22,10,31,5,8,2,6,17,9,20,54,10,56,5,24,44,32,355
199034,199034,22,9,38,7,8,2,9,9,8,39,22,42,28,19,25,43,22,352
199035,199035,22,18,33,15,7,2,5,17,10,15,22,44,25,36,24,40,45,380
199036,199036,22,22,35,7,9,1,6,10,9,34,39,12,27,30,24,62,30,379
199037,199037,21,6,45,4,8,2,5,24,9,18,38,10,27,30,24,64,24,359
199038,199038,22,13,31,19,7,1,6,18,8,17,21,27,31,43,24,41,44,373
199039,199039,22,21,32,14,10,1,6,9,7,22,22,42,32,19,24,86,31,400
199040,199040,22,17,28,10,7,4,5,9,7,33,22,30,29,14,24,107,31,399
199041,199041,22,10,34,3,7,2,4,8,9,23,22,22,29,90,24,182,25,516
199042,199042,22,11,32,4,6,2,6,8,8,18,21,25,27,109,23,176,25,523
199044,199044,22,9,34,3,7,2,6,10,8,56,22,41,30,178,25,49,27,529
199043,199043,22,11,32,4,7,2,5,8,9,18,23,67,27,180,25,64,23,527
199045,199045,22,11,35,4,8,2,6,32,8,46,21,143,28,62,24,54,23,529
199046,199046,22,15,28,30,8,2,23,9,8,25,22,159,31,44,24,54,29,533
199047,199047,32,4,55,5,13,2,9,19,12,124,22,39,35,16,28,134,43,592
199048,199048,32,26,47,7,10,3,7,97,10,39,22,38,41,44,26,113,33,595
199049,199049,32,16,44,86,10,1,6,16,9,43,22,58,26,65,26,81,44,585
199050,199050,32,87,48,5,10,1,8,13,9,27,37,37,35,99,30,67,28,573
199051,199051,31,11,45,5,9,1,8,15,10,41,21,60,29,63,25,78,28,480
199052,199052,32,8,44,6,9,1,8,20,12,59,22,43,33,62,27,58,35,479
199053,199053,32,12,47,6,11,2,7,33,10,45,22,47,29,53,26,65,36,483
199054,199054,32,12,45,57,9,2,10,11,9,29,21,32,27,44,26,80,33,479
199055,199055,32,76,42,4,7,2,7,12,9,17,22,33,30,47,26,92,35,493
199056,199056,32,9,43,4,7,2,6,10,10,18,22,40,27,68,28,71,42,439
199057,199057,32,7,43,4,8,1,8,13,9,22,22,54,41,41,26,124,51,506
199058,199058,32,10,40,6,9,2,6,13,10,13,50,54,26,84,26,99,53,533
199059,199059,31,11,39,12,15,2,6,13,15,45,22,76,31,72,27,98,67,582
199061,199061,32,62,41,36,21,2,9,35,12,20,22,39,33,106,27,92,82,671
199060,199060,31,10,45,43,12,7,7,28,21,26,22,75,27,47,26,126,31,584
199062,199062,32,38,39,48,16,3,12,14,9,14,22,92,34,68,29,1184,28,1682
199063,199063,32,47,41,31,15,6,12,33,16,23,21,66,33,1080,27,207,21,1711
199064,199064,32,33,60,33,26,7,8,26,10,15,22,1089,103,44,26,153,24,1711
199065,199065,31,51,42,69,25,11,8,26,14,1001,122,35,27,67,27,145,28,1729
199066,199066,32,69,41,1102,11,33,4,11,7,22,23,59,39,74,27,147,24,1725
199067,199067,31,1144,56,7,12,6,5,9,11,16,61,31,33,84,28,143,17,1694
199068,199068,32,38,58,6,9,12,4,11,7,17,21,67,41,84,27,127,35,596
199069,199069,32,38,61,7,8,6,5,9,9,18,21,74,30,97,38,124,28,605
199070,199070,32,39,65,6,7,4,5,13,7,19,22,77,39,81,27,151,24,618
199072,199072,32,39,53,8,9,16,5,9,13,17,22,96,51,42,26,161,13,612
199073,199073,32,31,53,7,8,39,5,14,10,28,22,68,39,68,27,136,38,625
199075,199075,32,31,48,8,9,68,5,12,7,14,22,68,29,84,28,163,29,657
199077,199077,31,30,48,13,8,65,5,12,13,17,22,61,46,73,29,171,15,659
199079,199079,32,53,50,7,9,54,5,8,6,21,54,37,30,114,28,134,22,664
199083,199083,32,30,52,7,8,70,5,7,7,15,68,32,30,119,27,151,25,685
199084,199084,32,29,60,8,7,70,5,13,7,19,22,65,35,116,28,153,18,687
199087,199087,31,31,65,6,8,63,4,18,7,15,62,35,33,129,27,158,18,710
199089,199089,32,27,48,8,8,69,9,16,6,24,23,65,45,117,27,145,11,680
199091,199091,31,28,48,14,8,81,4,9,8,26,76,31,32,147,27,98,23,691
199092,199092,32,36,52,19,8,98,5,7,6,23,22,74,33,111,73,85,35,719
199094,199094,32,36,46,44,7,70,6,10,7,31,43,76,82,35,28,159,16,728
199096,199096,31,63,51,10,8,104,8,11,8,28,47,68,46,65,28,162,17,755
199099,199099,32,31,46,50,7,95,7,8,7,84,52,12,43,59,28,155,17,733
199100,199100,32,67,54,34,8,100,4,24,8,20,64,27,31,82,28,181,15,779
199104,199104,32,50,49,44,10,91,4,13,6,16,22,52,29,107,27,180,15,747
199106,199106,31,72,54,25,9,59,4,9,8,17,22,88,36,115,28,149,21,747
199108,199108,32,50,53,7,9,75,4,12,9,19,22,76,28,125,27,147,14,709
199109,199109,31,30,75,13,9,55,5,13,9,21,22,99,31,95,27,122,14,671
199111,199111,32,60,57,8,9,92,4,14,7,18,21,84,32,85,27,146,18,714
199113,199113,32,38,62,35,9,68,6,14,7,21,21,79,29,63,36,147,13,680
199116,199116,31,70,59,7,10,63,7,18,7,25,21,68,46,70,28,123,16,669
199119,199119,31,35,56,12,10,65,4,17,9,21,21,73,38,68,27,132,16,635
199121,199121,32,40,63,16,15,50,4,16,7,20,84,12,32,73,27,120,14,625
199125,199125,32,68,50,7,11,36,9,18,8,18,50,28,49,56,27,117,12,596
199127,199127,32,35,56,7,9,35,5,12,7,17,21,71,36,59,27,108,19,556
199129,199129,32,35,50,5,9,46,4,13,8,17,22,58,30,67,26,107,17,546
199131,199131,31,28,49,6,9,44,8,12,8,15,23,55,40,65,27,97,13,530
199133,199133,32,28,72,7,11,19,4,13,7,17,58,29,40,45,27,129,21,559
