T_TL_TIMELINE_DATA_UID,T_TL_TIMELINE_DATA_UID,process01,waiting1-2,processing02,waiting2-3,process03,waiting3-4,processing4,waiting4-5,processing5,waiting5-6,processing6,waiting6-7,processing7,waiting7-8,processing8,waiting8-9,processing9,
198442,198442,22,26,39,10,10,3,6,14,10,15,22,35,29,99,24,83,11,458
198443,198443,22,18,37,10,12,2,6,19,9,14,42,29,27,77,24,65,13,426
198444,198444,21,21,31,18,9,3,5,20,10,25,21,50,30,76,24,46,14,424
198445,198445,22,27,39,12,10,3,6,15,9,22,22,45,26,67,24,60,12,421
198446,198446,22,23,49,8,10,2,7,15,9,20,22,52,28,43,23,113,12,458
198447,198447,22,30,35,10,9,2,6,13,10,0,54,36,28,42,24,106,13,440
198448,198448,22,23,33,32,9,2,8,15,9,11,22,44,31,75,24,51,12,423
198449,198449,22,44,54,6,8,2,6,15,8,15,36,25,27,57,25,39,11,400
198450,198450,22,44,34,6,17,3,6,14,9,12,22,35,27,52,24,42,12,381
198451,198451,22,22,34,16,9,2,8,14,9,13,22,62,28,26,24,45,13,369
198452,198452,22,72,30,6,8,3,6,10,10,16,22,33,28,25,24,39,14,368
198453,198453,22,16,28,12,12,3,7,15,9,14,36,19,29,20,24,88,16,370
198455,198455,22,27,27,23,10,2,8,12,9,13,21,45,26,36,24,48,26,379
198454,198454,21,20,27,22,11,3,8,15,9,13,22,28,29,44,24,51,21,368
198456,198456,21,27,30,16,10,2,8,15,9,23,22,36,24,41,23,46,36,389
198457,198457,22,23,35,15,11,3,12,16,10,17,23,34,28,35,24,60,27,395
198458,198458,22,25,42,14,9,3,7,19,10,11,22,32,28,52,24,58,29,407
198459,198459,22,26,40,11,11,2,7,14,10,12,23,41,34,47,24,49,26,399
198460,198460,22,31,56,6,7,2,6,12,10,13,21,52,26,41,24,48,24,401
198461,198461,21,15,35,6,15,3,6,16,9,25,21,39,25,38,25,38,23,360
198462,198462,22,25,41,11,11,2,7,16,8,18,22,36,27,25,24,62,26,383
198463,198463,22,23,39,6,10,3,6,14,9,24,21,17,26,63,23,2111,28,2445
198464,198464,22,24,40,13,10,2,7,15,10,10,47,17,27,2077,24,61,32,2438
198465,198465,21,24,37,12,12,2,8,16,9,17,23,2080,34,19,24,67,33,2438
198466,198466,21,54,41,6,8,2,7,15,11,2035,49,35,28,16,23,49,31,2431
198467,198467,22,19,38,2018,10,2,9,52,9,17,22,38,30,5,23,91,29,2434
198468,198468,22,2029,34,52,12,3,6,28,34,10,22,8,27,13,23,94,25,2442
198469,198469,22,57,44,44,10,2,7,16,10,13,34,6,26,10,24,124,23,472
198470,198470,21,57,39,11,9,2,7,16,10,21,21,37,27,44,23,104,34,483
198471,198471,22,19,43,7,12,3,7,18,9,22,22,36,29,55,24,81,27,436
198472,198472,22,25,39,8,15,3,9,14,10,19,22,50,31,47,24,57,26,421
198473,198473,22,18,67,6,9,3,7,15,11,15,22,45,28,39,23,81,28,439
198474,198474,21,26,39,6,9,2,8,15,11,17,22,38,26,42,24,64,29,399
198475,198475,22,18,40,7,10,2,8,15,9,20,22,40,38,30,24,50,27,382
198476,198476,22,29,42,5,7,2,10,16,11,17,21,39,27,32,24,41,27,372
198477,198477,22,21,41,7,9,2,8,15,10,22,22,29,26,37,23,74,28,396
198478,198478,21,26,40,6,6,3,8,15,8,18,21,34,26,35,23,66,33,389
198479,198479,21,19,37,6,13,2,7,15,10,15,22,12,29,52,24,64,29,377
198480,198480,22,19,32,13,11,3,8,17,10,15,46,11,41,14,24,57,27,370
198481,198481,22,114,34,5,8,3,8,18,10,10,22,10,28,7,24,145,24,492
198482,198482,21,19,41,6,10,3,7,15,9,13,22,6,28,68,25,64,25,382
198483,198483,22,29,41,7,8,3,7,16,8,10,21,36,27,60,24,52,26,397
198485,198485,22,19,39,6,13,3,7,15,11,30,22,25,28,70,25,56,23,414
198484,198484,21,19,40,6,8,3,7,15,9,12,22,57,27,27,25,100,29,427
198486,198486,22,22,41,6,9,3,8,16,9,21,22,68,79,6,24,80,22,458
198487,198487,22,24,41,6,7,3,7,17,9,51,21,67,28,18,24,70,25,440
198488,198488,22,24,47,8,8,3,8,16,11,49,22,36,28,53,24,129,29,517
198489,198489,22,28,77,6,8,2,7,14,9,21,21,34,27,47,23,127,25,498
198490,198490,22,58,37,6,7,3,7,18,8,17,22,46,25,100,24,191,23,614
198492,198492,21,22,42,10,9,3,10,14,13,35,22,44,26,185,24,44,24,548
198491,198491,22,19,39,5,11,3,16,16,9,17,22,55,31,61,24,188,26,564
198493,198493,22,22,39,14,11,2,7,16,10,44,22,36,32,160,24,45,24,530
198494,198494,22,26,36,10,11,2,9,19,10,41,21,157,28,27,23,56,23,521
198495,198495,22,17,37,20,9,3,6,17,9,165,22,24,27,72,24,11,23,508
198496,198496,21,26,33,16,10,2,9,139,12,29,49,10,35,36,24,65,24,540
198497,198497,22,145,38,14,11,2,6,17,9,34,21,27,33,28,24,71,21,523
198498,198498,22,20,36,12,9,2,8,18,9,22,22,36,26,60,23,31,22,378
198499,198499,22,17,37,18,9,3,7,16,9,24,50,10,27,30,24,51,23,377
198500,198500,22,82,38,5,7,3,7,16,9,9,41,15,26,4,25,403,22,734
198501,198501,22,18,33,15,10,2,6,10,8,15,22,24,27,23,24,376,22,657
198502,198502,21,32,63,6,7,2,6,11,9,25,22,6,29,314,23,65,35,676
198503,198503,22,36,48,4,7,3,7,11,9,13,22,284,28,26,23,97,24,664
198504,198504,22,27,40,6,15,3,8,10,10,10,40,31,28,6,23,97,31,407
198505,198505,21,21,39,9,10,2,9,10,10,29,60,10,28,24,23,59,25,389
198506,198506,21,24,37,5,9,2,8,12,9,49,22,13,35,29,24,54,25,378
198507,198507,22,17,35,5,9,2,8,26,9,19,37,21,27,33,24,75,25,394
198508,198508,21,19,42,19,7,2,8,10,8,21,22,32,27,65,24,40,34,401
198509,198509,22,32,39,5,7,3,6,11,11,16,23,64,29,28,24,66,28,414
198510,198510,21,21,37,31,7,3,6,20,9,13,22,29,25,38,24,87,28,421
198511,198511,21,40,37,11,8,3,6,15,8,13,22,13,40,47,24,73,30,411
198512,198512,21,20,41,13,10,2,6,13,8,19,22,28,25,41,24,65,26,384
198513,198513,22,22,37,8,9,3,5,18,9,14,21,34,55,19,24,49,40,389
198514,198514,22,21,35,6,11,2,7,13,10,14,22,43,30,26,24,62,66,414
198515,198515,22,16,39,5,9,2,6,15,9,26,29,19,28,33,23,96,59,436
198516,198516,21,23,44,5,8,3,8,11,9,14,21,30,28,50,24,106,50,455
198517,198517,21,22,38,5,10,3,6,10,8,14,22,44,30,41,25,116,30,445
198518,198518,22,26,38,6,11,2,6,10,9,24,34,13,34,66,24,117,32,474
198519,198519,22,18,42,6,7,3,6,10,9,15,28,33,26,84,24,101,29,463
198520,198520,22,24,41,8,8,3,6,11,8,13,21,43,30,101,24,60,24,447
198521,198521,22,20,40,5,11,2,6,11,10,20,21,53,33,75,24,49,28,430
198522,198522,22,24,43,7,14,3,8,9,10,25,22,53,27,50,23,50,31,421
198523,198523,22,23,44,7,7,3,7,10,10,48,22,28,28,38,24,86,28,435
198524,198524,22,27,39,5,13,2,7,12,10,35,22,32,31,37,24,71,27,416
198526,198526,22,35,33,7,13,3,6,15,9,25,33,37,26,23,23,59,29,398
198525,198525,21,16,52,6,9,2,5,16,10,24,22,35,31,46,24,58,27,404
198527,198527,22,1,47,5,7,3,6,11,9,15,21,8,28,5,24,50,32,294
198528,198528,22,30,39,5,10,3,6,10,8,11,22,6,32,4,25,49,38,320
198529,198529,22,17,44,6,7,2,8,10,9,12,22,6,26,13,23,47,34,308
198530,198530,22,26,39,7,8,2,7,10,9,11,29,6,25,6,24,46,36,313
198531,198531,22,17,42,6,7,3,8,12,9,14,22,7,27,4,25,51,34,310
198532,198532,22,27,39,6,7,2,9,13,9,10,22,6,25,33,23,30,29,312
198533,198533,21,19,39,7,7,2,10,11,10,12,23,-18,84,3,24,39,29,322
198534,198534,22,22,43,4,9,3,10,11,10,13,22,24,36,6,24,33,35,327
198535,198535,22,20,38,5,10,2,6,14,10,9,21,21,28,5,24,54,37,326
198536,198536,22,19,30,11,9,2,8,16,13,16,22,6,27,8,24,79,34,346
198537,198537,22,127,60,5,8,4,8,11,18,21,21,18,33,13,24,112,51,556
198538,198538,22,47,35,7,12,2,6,10,10,10,33,29,27,35,24,112,30,451
198539,198539,22,18,40,5,7,2,6,9,8,26,21,29,30,48,24,96,51,442
198541,198541,22,16,37,5,8,2,7,10,10,15,22,40,25,74,24,85,26,428
198540,198540,22,22,38,6,10,2,7,10,9,13,22,31,30,75,24,90,33,444
198542,198542,22,26,38,6,8,2,5,9,9,18,21,52,27,67,24,58,30,422
198543,198543,22,17,40,5,13,3,5,10,10,26,22,32,27,65,24,56,29,406
198544,198544,21,21,43,6,8,2,6,9,9,25,21,47,26,41,24,58,29,396
198545,198545,22,20,42,6,7,2,7,12,8,34,22,38,26,30,24,58,33,391
198546,198546,22,23,35,6,8,2,7,13,10,34,22,23,29,56,24,69,33,416
198547,198547,22,14,44,8,11,2,5,11,9,19,22,56,26,55,24,79,36,443
198548,198548,22,27,43,24,10,2,7,16,9,12,22,50,27,71,23,55,33,453
198549,198549,22,40,44,18,15,4,6,10,10,10,23,68,25,38,24,64,28,449
198550,198550,21,45,49,11,20,3,10,11,9,11,31,24,43,44,24,135,41,532
198551,198551,22,32,56,6,11,2,7,10,9,12,21,59,26,109,24,87,51,544
198552,198552,22,23,41,18,8,3,8,18,10,11,21,91,41,75,23,146,30,589
198553,198553,22,31,153,7,7,4,8,12,8,11,22,37,26,39,24,145,26,582
198554,198554,22,24,36,8,10,3,7,10,10,11,22,33,29,103,24,113,24,489
198555,198555,22,16,39,5,9,2,6,14,9,14,22,77,30,80,24,85,25,479
198556,198556,22,20,36,13,9,36,8,12,9,17,34,68,27,58,24,65,28,486
198557,198557,22,63,54,6,13,17,9,12,11,21,23,54,27,54,24,78,35,523
198558,198558,22,73,43,5,10,5,10,10,12,22,21,51,27,54,24,98,50,537
198559,198559,22,52,42,4,10,5,9,10,12,17,21,63,27,80,24,156,43,597
198560,198560,22,52,39,4,11,12,9,10,12,16,22,79,26,137,25,62,48,586
198561,198561,22,65,43,4,9,12,7,18,14,15,22,131,28,30,25,80,29,554
198562,198562,22,143,31,11,14,3,7,15,9,14,22,30,25,55,24,55,28,508
198563,198563,22,18,39,12,10,2,7,16,9,12,22,35,42,36,25,148,28,483
198565,198565,22,17,40,9,9,3,7,15,11,21,23,126,27,59,24,57,36,506
198564,198564,21,22,37,11,12,3,7,14,8,15,22,40,35,122,24,71,36,500
198566,198566,22,23,147,6,12,2,7,9,10,12,22,50,33,30,24,111,49,569
198567,198567,22,16,43,6,16,3,7,11,9,19,22,33,28,47,24,116,36,458
198568,198568,21,25,41,6,10,2,7,12,10,17,22,45,28,68,24,119,36,493
198569,198569,22,20,42,6,22,3,6,12,9,16,21,47,29,64,24,125,43,511
198570,198570,22,28,49,5,9,3,7,12,9,16,39,49,28,78,24,104,40,522
198571,198571,22,21,45,6,8,3,8,17,10,37,21,64,26,74,24,100,32,518
198572,198572,22,28,40,7,19,4,12,20,10,31,21,73,31,57,24,77,30,506
198573,198573,22,27,51,23,15,7,9,18,9,33,22,62,28,58,24,73,64,545
198574,198574,22,53,41,17,20,3,8,16,10,41,23,56,26,49,24,121,35,565
198575,198575,22,29,53,17,18,3,7,17,9,37,23,43,34,94,24,386,41,857
198576,198576,22,29,43,18,11,2,7,16,10,39,21,91,31,70,24,368,48,850
198577,198577,22,24,41,16,12,2,8,17,10,53,21,100,30,329,23,93,38,839
198578,198578,22,62,44,14,13,4,6,16,8,74,21,328,31,60,25,96,55,879
198579,198579,22,27,41,31,18,4,6,23,11,329,22,60,29,42,24,237,41,967
198580,198580,22,41,49,350,13,3,6,16,9,20,21,42,26,75,24,213,35,965
198581,198581,22,376,42,8,8,2,7,15,9,16,22,69,29,159,24,743,31,1582
198582,198582,22,28,45,12,18,3,8,17,10,16,22,64,27,732,25,252,33,1334
198583,198583,22,36,61,8,9,3,10,20,14,15,21,729,28,129,24,182,34,1345
198584,198584,22,42,96,9,10,5,8,19,12,643,52,64,36,187,24,159,33,1421
198585,198585,22,77,54,654,29,3,15,12,12,22,22,190,29,97,24,102,43,1407
198586,198586,22,770,48,84,17,3,7,12,11,21,21,79,39,69,24,91,30,1348
198587,198587,22,139,42,4,9,2,7,27,9,22,54,26,31,86,24,110,38,652
198588,198588,22,18,42,15,9,2,8,30,10,28,22,84,30,58,24,123,36,561
198589,198589,22,25,39,28,11,2,8,12,10,78,22,54,30,106,24,59,27,557
198590,198590,22,35,50,5,15,2,9,41,10,57,61,66,29,31,24,57,24,538
198591,198591,22,37,37,36,12,3,9,26,10,58,22,69,30,36,23,57,34,521
198592,198592,22,75,32,6,9,2,7,40,10,43,23,53,30,26,24,67,27,496
198593,198593,22,1,39,21,12,3,8,14,9,127,22,26,27,50,24,163,24,592
198594,198594,22,53,42,11,13,2,7,75,11,26,21,115,27,45,25,80,29,604
198595,198595,21,22,36,78,13,2,8,11,9,106,21,43,27,71,24,44,37,573
198596,198596,21,86,36,17,12,2,7,75,10,46,21,35,28,53,24,61,22,556
198597,198597,22,24,36,74,9,2,8,21,10,40,21,53,26,33,24,54,21,478
198598,198598,22,80,35,21,10,2,8,15,10,56,23,29,28,29,24,46,25,463
198599,198599,22,26,37,16,10,2,8,30,9,43,22,16,30,35,24,48,26,404
198600,198600,22,21,39,27,10,2,7,20,10,20,21,35,29,35,24,86,27,435
198601,198601,22,35,34,28,11,3,7,13,10,13,22,36,25,45,24,70,23,421
198602,198602,22,33,46,8,11,2,7,11,10,14,22,34,31,45,23,56,30,405
198603,198603,22,16,38,12,9,2,8,12,9,14,21,46,26,29,24,64,23,375
198604,198604,22,21,36,13,9,2,5,8,9,33,21,26,26,45,24,45,34,379
198605,198605,22,20,43,7,10,2,7,10,9,20,22,39,27,36,24,72,22,392
198606,198606,22,20,40,7,8,2,6,10,10,25,22,29,32,58,24,48,30,393
198607,198607,22,17,44,4,7,2,6,11,10,20,21,60,29,27,25,99,22,426
198608,198608,22,15,41,5,7,2,8,11,8,46,22,23,30,35,25,91,30,421
198609,198609,22,12,33,6,9,1,8,24,9,30,21,36,27,60,24,63,21,406
198610,198610,22,12,33,22,10,2,6,11,9,37,21,54,32,34,24,60,28,417
198611,198611,22,27,34,16,9,3,6,12,8,57,22,35,28,45,24,60,25,433
198612,198612,22,21,42,6,10,2,9,29,9,38,21,43,29,40,24,58,45,448
198613,198613,21,22,39,23,9,1,7,14,9,49,21,33,28,51,23,66,36,452
198614,198614,21,29,37,16,9,1,7,20,9,38,56,15,28,43,24,70,34,457
198615,198615,22,27,34,18,11,1,7,11,10,52,22,31,28,52,24,78,34,462
198616,198616,22,23,47,6,8,2,9,21,9,37,44,22,27,69,24,62,38,470
198617,198617,21,28,38,20,11,2,7,29,9,28,53,27,31,53,24,58,34,473
198618,198618,22,39,32,23,10,2,6,11,9,58,22,37,43,33,25,61,26,459
198619,198619,22,27,40,10,12,3,6,27,10,41,22,44,30,35,25,53,26,433
198620,198620,22,19,39,32,10,2,16,11,8,43,22,29,34,35,24,90,29,465
198621,198621,22,41,41,18,10,2,24,10,9,22,22,36,28,83,24,80,23,495
198622,198622,22,29,38,25,11,2,8,13,9,23,23,82,26,44,25,62,26,468
198623,198623,22,59,84,3,10,2,7,10,9,15,23,40,26,44,24,55,29,462
198624,198624,22,14,39,11,12,2,9,9,9,14,23,32,27,42,24,138,85,512
198625,198625,22,17,35,16,10,2,11,10,9,12,40,21,26,71,25,168,39,534
198626,198626,22,19,37,15,9,2,7,11,10,18,21,65,31,65,24,145,28,529
198627,198627,21,21,35,13,10,2,9,9,10,50,22,35,29,156,25,123,60,630
198628,198628,21,20,40,9,11,2,7,22,10,40,22,82,31,160,24,107,37,645
198629,198629,22,14,33,30,10,2,6,12,10,87,22,161,26,92,24,78,37,666
198630,198630,22,43,39,7,9,2,8,55,10,133,48,66,43,74,24,60,38,681
198632,198632,22,72,93,63,23,2,9,32,10,75,49,15,33,44,24,54,28,648
198631,198631,22,22,42,47,14,2,8,127,10,68,22,76,37,40,24,65,23,649
198633,198633,22,88,37,31,11,2,6,47,11,44,22,49,27,28,25,68,36,554
198634,198634,22,40,44,38,13,3,7,15,11,54,21,24,29,51,24,81,30,507
198635,198635,22,45,36,25,11,2,8,23,9,30,21,50,34,53,24,644,30,1067
198636,198636,22,31,48,12,9,2,6,11,9,46,22,79,27,601,24,66,47,1062
198637,198637,22,37,33,6,9,2,6,14,10,64,22,607,28,58,24,73,21,1036
198638,198638,22,20,41,4,7,2,6,36,8,613,43,34,28,34,24,62,28,1012
198639,198639,22,17,34,600,18,2,10,29,9,37,22,34,27,34,24,55,24,998
198640,198640,22,629,46,5,13,4,7,11,8,38,23,28,30,30,23,61,31,1009
198641,198641,22,25,37,13,10,7,5,12,11,29,22,26,28,48,23,50,44,412
198643,198643,22,26,41,4,10,2,7,10,10,27,42,22,26,61,25,76,27,438
198642,198642,22,18,44,11,10,2,8,12,8,22,23,34,29,41,24,96,31,435
198644,198644,22,26,35,6,11,1,7,23,9,24,55,13,36,49,24,62,39,442
198645,198645,22,18,37,13,9,2,7,12,11,39,22,55,26,30,24,79,24,430
198646,198646,22,47,33,4,8,2,7,11,10,50,22,26,28,47,24,60,29,430
198647,198647,22,14,33,11,9,2,6,24,9,31,22,44,28,44,25,62,41,427
198648,198648,21,16,31,26,9,4,7,11,9,31,22,48,25,86,24,41,27,438
198650,198650,22,27,38,18,14,3,9,44,10,44,34,74,27,150,24,51,20,609
198649,198649,22,5,42,9,12,3,9,18,9,79,22,52,32,9,25,244,20,612
198651,198651,22,25,37,53,12,3,6,27,9,65,36,144,31,33,24,81,21,629
198652,198652,22,58,43,21,16,5,5,49,9,149,21,35,27,45,24,82,28,639
198653,198653,22,26,57,34,10,2,8,125,10,37,21,39,30,41,25,74,27,588
198654,198654,22,37,38,125,11,2,8,10,9,43,21,38,26,60,24,50,27,551
198655,198655,21,132,33,18,10,2,7,13,10,44,56,19,29,35,24,44,27,524
198656,198656,21,22,34,20,9,3,11,27,10,41,21,34,28,31,24,52,54,442
198657,198657,22,24,37,29,13,3,6,14,10,38,22,29,28,39,24,68,45,451
198658,198658,22,35,36,20,10,3,6,10,11,33,22,31,28,49,24,106,23,469
198659,198659,22,25,37,13,10,2,7,12,9,30,41,25,30,84,23,48,24,442
198660,198660,22,23,39,8,11,2,7,20,9,28,23,83,28,35,24,60,34,456
198661,198661,22,18,35,17,10,1,8,11,11,81,23,34,25,45,25,51,24,441
198663,198663,22,19,37,52,10,2,7,19,10,43,22,27,31,32,24,94,18,469
198662,198662,22,22,37,14,9,3,6,55,9,41,49,13,27,35,24,46,25,437
198664,198664,22,67,38,8,9,2,7,22,9,31,22,32,28,31,25,80,19,452
198665,198665,22,19,36,15,10,2,7,9,14,32,22,25,31,63,24,36,33,400
198666,198666,22,25,34,11,8,2,7,11,8,31,21,26,25,56,24,61,29,401
198667,198667,22,15,35,12,9,2,7,10,9,27,21,38,31,39,24,61,22,384
198668,198668,22,18,35,13,10,2,6,10,8,20,21,54,26,29,24,57,24,379
198669,198669,22,20,34,6,8,2,7,9,8,50,22,25,27,31,24,53,26,374
198670,198670,22,43,33,5,10,1,6,11,9,19,21,28,29,35,23,85,32,412
198671,198671,22,15,34,7,10,1,8,10,9,15,21,34,27,72,24,49,27,385
198672,198672,22,19,34,4,6,2,6,11,8,23,21,71,26,30,24,49,23,379
198673,198673,21,13,36,6,7,2,7,10,10,62,21,24,29,31,25,101,26,431
198674,198674,22,16,40,5,7,2,8,34,8,31,27,23,27,89,24,46,45,454
198675,198675,22,16,34,25,10,2,6,22,9,21,22,62,49,37,25,362,25,749
198676,198676,22,30,43,56,6,2,6,9,8,15,21,57,27,350,23,68,44,787
198677,198677,21,75,43,5,7,1,7,10,9,27,23,347,30,47,23,99,23,797
198678,198678,21,15,54,5,9,1,7,10,9,13,23,42,31,44,23,80,23,410
198679,198679,22,33,36,6,10,2,6,11,10,24,21,37,34,59,25,47,25,408
198680,198680,22,40,33,5,6,2,7,9,9,18,21,42,27,45,24,71,30,411
198681,198681,22,12,35,5,9,2,6,10,9,28,23,38,26,63,24,52,27,391
198682,198682,22,14,38,6,7,2,8,10,9,35,39,33,37,40,24,67,40,431
198683,198683,22,14,42,5,8,2,6,25,9,39,21,38,31,45,24,76,31,438
198684,198684,21,16,61,4,8,2,6,12,9,34,44,12,33,63,24,58,43,450
198685,198685,22,14,36,6,8,2,7,31,9,17,46,32,39,30,24,74,33,430
198686,198686,22,15,37,21,9,1,7,21,10,36,22,38,27,55,24,92,44,481
198687,198687,22,71,40,4,7,2,7,10,9,15,59,12,41,31,24,96,27,477
198688,198688,22,11,38,9,10,2,6,26,11,16,21,38,30,55,25,68,23,411
198689,198689,21,28,38,11,9,2,6,9,9,30,21,40,26,60,24,49,28,411
198690,198690,22,22,35,6,9,2,7,10,8,34,22,50,27,38,24,55,29,400
198691,198691,22,15,36,5,7,2,7,11,9,44,22,41,32,38,24,80,25,420
198692,198692,22,50,33,4,7,2,7,10,10,26,21,37,31,44,24,83,32,443
198693,198693,21,12,33,5,10,2,7,10,10,32,22,46,27,39,24,90,31,421
198694,198694,22,13,34,11,9,2,6,11,9,47,23,28,27,84,24,85,32,467
198695,198695,22,16,39,8,11,2,7,17,9,34,68,19,31,69,24,66,27,469
198696,198696,22,15,34,16,10,1,7,10,8,74,44,20,28,75,25,87,38,514
198697,198697,21,23,38,7,8,2,7,48,10,46,62,34,26,63,24,77,40,536
198698,198698,22,17,37,41,10,2,11,18,8,82,22,26,58,58,25,75,38,550
198699,198699,22,46,39,18,10,2,7,58,8,33,22,71,33,67,24,64,31,555
198700,198700,22,43,38,34,11,2,10,10,9,72,48,44,26,51,24,51,26,521
198701,198701,22,42,39,13,8,2,7,46,9,76,22,37,35,37,24,81,27,527
198702,198702,21,18,36,43,10,2,6,53,9,41,21,39,28,70,24,50,35,506
198703,198703,22,57,43,34,17,4,6,10,8,45,39,42,36,28,24,65,28,508
198704,198704,21,52,34,16,10,5,6,14,9,48,21,47,33,51,24,44,25,460
198705,198705,22,5,36,4,12,4,7,11,11,211,22,41,36,34,24,674,27,1181
198706,198706,22,56,37,7,9,2,9,148,10,45,22,61,30,629,24,55,25,1191
198707,198707,21,15,39,144,8,2,7,22,9,70,22,627,25,44,24,76,26,1181
198708,198708,22,173,42,4,8,8,5,30,10,627,23,33,27,71,24,66,100,1273
198709,198709,22,44,39,590,11,3,9,14,10,34,39,43,35,55,24,112,26,1110
198710,198710,22,612,40,8,10,2,7,16,9,48,70,13,29,35,24,104,26,1075
198711,198711,22,17,38,17,10,3,7,67,8,20,21,26,35,87,24,53,30,485
198712,198712,22,21,33,68,8,2,5,10,10,20,22,89,29,38,24,52,32,485
198713,198713,22,73,33,9,7,2,6,66,9,27,23,31,28,40,24,75,42,517
198715,198715,22,74,36,8,9,2,5,23,8,23,21,67,27,37,24,58,44,488
198714,198714,22,11,36,65,14,2,6,10,8,26,40,15,30,66,24,59,31,465
198716,198716,22,17,33,18,9,1,7,10,8,60,22,35,36,35,24,67,27,431
198717,198717,22,21,34,7,8,2,5,41,9,42,22,35,35,39,24,58,36,440
198718,198718,22,15,35,33,13,2,6,16,9,41,22,41,28,41,24,60,32,440
198719,198719,22,38,37,19,9,2,5,16,9,42,30,37,25,40,24,81,38,474
198720,198720,22,25,33,13,10,2,7,19,9,49,22,30,33,37,24,91,35,461
198722,198722,22,23,33,28,10,1,7,13,9,44,22,60,30,129,24,68,33,556
198721,198721,22,15,32,22,9,2,6,29,8,36,22,37,28,74,24,142,38,546
198723,198723,22,31,83,3,8,1,6,11,10,47,22,111,35,54,25,61,45,575
198724,198724,22,32,36,9,8,2,8,16,9,109,21,54,31,50,24,81,30,542
198725,198725,22,16,36,14,9,2,8,83,9,55,48,23,39,50,24,88,31,557
198726,198726,22,29,36,75,11,25,5,14,11,46,21,47,41,46,23,76,24,552
198727,198727,21,82,56,15,8,3,6,23,9,45,22,60,31,61,24,55,32,553
198728,198728,22,35,38,17,9,2,8,27,8,62,22,46,30,60,24,61,25,496
198729,198729,22,25,38,24,9,2,10,35,9,51,113,20,27,15,24,61,31,516
198730,198730,22,54,34,13,14,2,9,21,11,114,42,15,25,34,24,60,95,589
198731,198731,22,19,58,7,11,2,7,87,10,42,21,18,26,57,25,2280,40,2732
198732,198732,22,28,33,14,72,3,7,26,8,24,21,51,29,2225,23,129,43,2758
198733,198733,21,19,32,44,51,2,6,9,10,49,22,2214,31,110,24,147,35,2826
198734,198734,21,48,33,20,43,15,4,14,10,2217,22,107,25,104,24,180,43,2930
198735,198735,22,26,40,2310,14,3,7,12,10,25,21,105,25,129,24,106,38,2917
198736,198736,22,2349,39,10,9,2,7,12,9,76,21,106,35,82,24,100,29,2932
198737,198737,22,22,34,19,9,2,9,46,9,98,22,88,31,74,24,63,30,602
198738,198738,21,29,45,35,27,3,9,73,9,69,21,75,28,41,24,58,29,596
198739,198739,22,62,56,60,13,2,8,39,10,77,22,40,27,35,24,67,37,601
198740,198740,22,83,35,37,11,2,12,49,10,41,22,42,29,30,23,98,30,576
198741,198741,22,43,36,55,9,3,7,22,10,42,22,34,34,60,23,65,27,514
198742,198742,22,72,35,16,11,3,6,12,9,40,22,62,28,43,24,56,30,491
198743,198743,22,20,40,13,10,2,8,11,8,68,22,38,29,38,23,60,25,437
198744,198744,22,21,38,11,10,2,7,40,10,42,22,38,26,37,24,52,27,429
198745,198745,22,21,44,29,10,2,8,16,9,44,22,34,26,33,24,71,40,455
198746,198746,22,43,40,10,10,2,7,21,9,38,22,31,27,43,25,90,33,473
198747,198747,22,18,36,19,9,2,6,17,9,36,22,36,25,69,24,111,23,484
198748,198748,22,23,45,14,8,2,6,10,9,37,37,51,25,37,24,105,26,481
198749,198749,22,24,38,6,10,2,7,31,9,50,21,32,29,74,25,60,31,471
198750,198750,22,15,37,27,11,3,9,21,10,36,22,74,26,42,24,57,23,459
198751,198751,22,64,34,9,10,2,6,10,9,68,22,41,26,49,24,38,41,475
198752,198752,22,15,42,3,8,2,9,41,10,45,21,44,29,26,24,62,28,431
198753,198753,22,14,47,29,9,1,8,17,9,48,21,30,24,45,24,54,25,427
198754,198754,22,45,38,20,9,2,8,23,11,28,22,27,39,41,24,61,30,450
198755,198755,21,26,35,25,9,2,7,11,10,26,21,41,38,42,24,89,28,455
198756,198756,22,29,36,15,10,2,8,10,10,31,22,40,37,76,24,118,21,511
198757,198757,22,22,34,18,9,2,6,11,9,38,21,43,74,71,24,62,28,494
198758,198758,21,24,36,13,10,1,8,11,10,42,23,71,72,41,24,50,22,479
198759,198759,22,37,33,4,7,2,10,11,10,77,22,72,37,39,24,35,24,466
198760,198760,22,13,31,9,14,5,8,45,9,79,21,25,49,21,23,38,33,445
198761,198761,22,1,35,5,7,2,6,13,8,96,22,100,29,7,24,197,23,597
198762,198762,22,33,32,5,9,1,6,58,9,67,21,58,26,163,25,47,23,605
198763,198763,22,16,35,48,9,2,7,42,10,47,22,167,29,41,25,44,22,588
198764,198764,22,55,41,34,10,2,8,25,8,171,40,22,28,31,24,47,24,592
198765,198765,21,42,35,24,10,1,7,148,11,45,21,27,29,32,24,43,22,542
198766,198766,22,28,36,157,10,2,9,12,10,30,22,30,28,30,24,49,29,528
198767,198767,22,167,45,10,11,2,7,14,10,18,21,28,27,37,25,44,27,515
198768,198768,22,16,42,6,9,2,6,10,9,19,22,26,36,33,23,59,37,377
198769,198769,22,20,46,4,7,2,5,9,7,22,22,29,27,45,24,82,25,398
198770,198770,22,29,36,5,7,2,5,9,8,12,21,44,25,49,24,62,22,382
